Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,No,Travel_Frequently,1469,Research & Development,10,4,Life Sciences,1,1163,4,Female,37,3,2,Healthcare Representative,4,Married,4116,8814,0,Y,No,18,4,4,80,0,8,3,4,2,2,2,2
46,No,Travel_Rarely,1405,Research & Development,18,3,Life Sciences,1,1164,2,Male,94,4,2,Research Scientist,3,Married,5309,7760,0,Y,No,22,3,2,80,1,11,0,2,1,1,1,0
21,No,Travel_Frequently,580,Research & Development,2,5,Life Sciences,1,1165,2,Male,43,3,1,Healthcare Representative,2,Married,2811,8819,1,Y,No,22,3,2,80,0,23,2,3,8,8,8,8
45,Yes,Travel_Frequently,765,Research & Development,13,3,Life Sciences,1,1166,1,Female,74,3,4,Manager,4,Single,14085,20013,0,Y,Yes,21,4,1,80,2,19,4,4,4,4,4,3
45,Yes,Travel_Frequently,1136,Research & Development,13,5,Marketing,1,1167,1,Male,51,3,2,Research Scientist,4,Single,4818,11414,0,Y,Yes,14,3,3,80,1,40,4,4,34,5,13,9
35,No,Non-Travel,634,Research & Development,19,3,Life Sciences,1,1168,2,Male,54,3,1,Research Scientist,2,Divorced,3489,14877,2,Y,No,16,3,2,80,1,23,2,4,6,0,0,5
25,No,Travel_Rarely,111,Research & Development,13,3,Life Sciences,1,1169,4,Male,75,2,2,Research Scientist,3,Divorced,3716,13386,1,Y,Yes,24,3,3,80,1,17,2,4,16,14,1,12
44,No,Non-Travel,1387,Research & Development,4,2,Human Resources,1,1170,4,Male,98,3,2,Healthcare Representative,4,Divorced,5350,26177,3,Y,No,21,3,2,80,0,16,4,1,7,7,7,7
25,No,Travel_Rarely,835,Research & Development,7,4,Life Sciences,1,1171,4,Female,90,3,1,Laboratory Technician,2,Single,3363,19139,4,Y,No,18,3,4,80,0,1,2,1,1,1,1,1
43,No,Travel_Frequently,193,Sales,28,3,Life Sciences,1,1172,4,Female,66,4,3,Sales Executive,2,Single,8159,25246,6,Y,No,19,3,4,80,0,5,4,3,1,1,1,1
34,No,Travel_Frequently,857,Sales,10,3,Medical,1,1173,2,Male,71,4,1,Sales Representative,4,Married,1708,22067,2,Y,No,16,4,4,80,3,28,2,3,10,8,1,10
49,No,Travel_Frequently,429,Sales,17,2,Medical,1,1174,4,Male,88,3,5,Manager,3,Single,19085,11244,4,Y,No,17,3,1,80,1,22,3,2,18,4,14,14
29,No,Travel_Frequently,208,Research & Development,23,4,Medical,1,1175,2,Female,56,3,3,Research Scientist,3,Married,6724,3134,1,Y,No,19,3,3,80,1,8,3,3,8,0,1,3
30,No,Non-Travel,742,Research & Development,24,3,Medical,1,1176,2,Male,63,3,1,Laboratory Technician,4,Married,3067,9033,9,Y,No,19,3,1,80,1,14,3,4,4,4,4,4
34,No,Travel_Rarely,1113,Research & Development,25,4,Medical,1,1177,4,Male,84,3,1,Laboratory Technician,2,Married,2512,19286,1,Y,No,16,3,4,80,1,11,3,4,1,1,1,1
22,No,Non-Travel,1254,Research & Development,28,4,Technical Degree,1,1178,4,Male,46,3,2,Research Scientist,1,Divorced,4702,17409,0,Y,No,24,3,1,80,1,14,2,4,4,4,2,1
44,Yes,Travel_Rarely,612,Sales,8,4,Medical,1,1179,4,Male,37,2,4,Manager,3,Married,13622,3592,0,Y,Yes,24,3,3,80,0,5,3,3,2,2,1,2
39,No,Travel_Rarely,240,Research & Development,25,3,Life Sciences,1,1180,1,Male,41,2,4,Manager,4,Married,14653,10489,4,Y,No,14,3,3,80,1,11,3,3,9,0,7,9
33,No,Travel_Rarely,118,Sales,4,2,Life Sciences,1,1181,2,Male,62,4,4,Manager,3,Married,12044,17222,0,Y,No,16,3,3,80,0,16,4,3,3,3,3,3
42,No,Travel_Frequently,185,Research & Development,26,3,Medical,1,1182,1,Female,86,2,1,Research Scientist,3,Single,3491,3291,0,Y,No,15,3,3,80,0,9,3,4,1,0,1,1
34,No,Non-Travel,790,Research & Development,15,3,Life Sciences,1,1183,4,Female,90,3,2,Research Scientist,4,Married,5383,18861,2,Y,Yes,16,3,3,80,1,3,1,3,1,1,1,1
44,No,Travel_Rarely,1332,Sales,26,3,Medical,1,1184,3,Female,30,4,2,Sales Executive,3,Single,5512,14234,0,Y,No,24,3,2,80,0,13,1,4,2,2,2,1
18,No,Travel_Rarely,1430,Research & Development,2,4,Life Sciences,1,1185,4,Female,54,4,3,Manufacturing Director,1,Married,6747,21724,0,Y,No,16,3,2,80,0,5,2,3,3,3,3,3
39,No,Travel_Rarely,1424,Research & Development,1,4,Medical,1,1186,3,Male,77,4,5,Manager,2,Single,19999,3869,8,Y,No,25,3,1,80,0,16,6,4,9,3,4,0
30,Yes,Travel_Rarely,334,Research & Development,22,4,Life Sciences,1,1187,2,Male,88,1,1,Laboratory Technician,4,Single,2986,24468,0,Y,Yes,11,3,3,80,0,13,2,4,3,3,3,3
32,No,Travel_Rarely,1384,Research & Development,1,4,Life Sciences,1,1188,1,Female,33,3,5,Manager,1,Married,17919,4755,2,Y,No,13,3,4,80,0,29,3,3,15,13,7,4
39,No,Travel_Rarely,405,Sales,28,4,Medical,1,1189,2,Male,58,3,2,Sales Representative,3,Divorced,3828,10366,2,Y,No,15,3,3,80,0,24,3,1,20,3,1,8
28,No,Travel_Rarely,998,Research & Development,21,4,Medical,1,1190,4,Male,88,4,2,Laboratory Technician,4,Married,4211,7830,0,Y,No,24,3,3,80,0,17,6,3,6,6,6,5
49,No,Travel_Rarely,1467,Sales,19,3,Life Sciences,1,1191,2,Male,98,4,4,Manager,4,Married,13351,14632,1,Y,No,17,3,4,80,1,6,5,3,1,1,1,1
35,No,Travel_Rarely,735,Research & Development,5,2,Medical,1,1192,4,Male,57,3,2,Healthcare Representative,2,Married,5699,11369,7,Y,Yes,22,3,3,80,0,19,2,3,5,5,5,5
47,No,Travel_Rarely,1214,Research & Development,5,3,Life Sciences,1,1193,3,Male,46,2,1,Laboratory Technician,4,Married,3080,21935,3,Y,No,24,3,1,80,1,17,2,4,6,6,3,6
31,No,Travel_Rarely,275,Research & Development,13,2,Life Sciences,1,1194,2,Male,68,3,2,Laboratory Technician,4,Married,3903,3834,0,Y,No,25,3,4,80,0,21,2,4,20,10,1,11
52,Yes,Travel_Rarely,484,Sales,6,3,Human Resources,1,1195,3,Female,37,4,5,Manager,2,Single,18639,21703,7,Y,Yes,11,4,3,80,1,6,4,4,5,5,5,5
44,No,Travel_Rarely,458,Research & Development,26,2,Life Sciences,1,1196,4,Male,56,4,1,Laboratory Technician,4,Married,2809,4465,3,Y,Yes,20,3,4,80,0,18,5,3,6,0,3,6
21,No,Travel_Rarely,1189,Research & Development,13,3,Life Sciences,1,1197,4,Female,79,3,2,Healthcare Representative,4,Divorced,5001,13899,2,Y,No,13,3,3,80,0,15,3,3,0,0,0,0
35,No,Non-Travel,402,Research & Development,29,2,Medical,1,1198,3,Male,88,3,3,Manufacturing Director,4,Married,9601,5852,1,Y,No,11,3,3,80,0,27,3,3,19,18,10,14
47,No,Travel_Frequently,1423,Sales,28,3,Technical Degree,1,1199,4,Female,79,3,3,Sales Executive,4,Divorced,6155,8442,0,Y,No,22,3,3,80,2,14,0,4,2,1,2,2
60,No,Travel_Frequently,1163,Research & Development,4,4,Medical,1,1200,4,Male,60,3,1,Laboratory Technician,4,Married,3045,22473,1,Y,Yes,20,3,3,80,1,24,3,4,6,6,6,1
46,No,Travel_Rarely,1091,Research & Development,8,3,Life Sciences,1,1201,2,Female,81,3,3,Healthcare Representative,3,Divorced,6244,8031,2,Y,Yes,16,3,4,80,0,9,3,4,9,1,6,6
21,No,Travel_Rarely,195,Sales,2,2,Medical,1,1202,3,Female,87,3,2,Sales Executive,3,Married,3960,19047,2,Y,No,16,4,2,80,2,15,3,4,5,5,5,5
40,Yes,Travel_Rarely,438,Sales,17,3,Marketing,1,1203,3,Male,57,2,2,Sales Representative,4,Single,3839,18406,2,Y,Yes,17,4,3,80,1,4,5,4,0,0,0,0
31,No,Non-Travel,1088,Research & Development,22,2,Medical,1,1204,2,Male,34,1,5,Research Director,3,Single,17171,8966,1,Y,No,22,3,4,80,0,19,2,3,4,4,4,4
35,No,Travel_Rarely,1003,Human Resources,13,1,Medical,1,1205,3,Male,57,4,4,Manager,4,Married,13045,18059,0,Y,Yes,22,3,4,80,1,10,0,4,5,5,5,5
41,No,Non-Travel,578,Sales,8,3,Life Sciences,1,1206,3,Male,69,3,5,Manager,3,Divorced,17702,12643,2,Y,Yes,25,3,3,80,3,8,3,4,6,6,6,6
29,No,Travel_Frequently,857,Research & Development,28,3,Medical,1,1207,3,Male,95,4,2,Research Scientist,4,Single,4313,22973,5,Y,No,25,3,3,80,0,17,4,4,7,7,0,5
33,No,Travel_Frequently,920,Research & Development,7,3,Life Sciences,1,1208,3,Female,47,4,3,Research Scientist,4,Married,6283,9868,1,Y,No,20,4,4,80,0,15,2,4,15,6,0,11
38,No,Travel_Rarely,257,Research & Development,3,4,Life Sciences,1,1209,3,Female,83,3,2,Laboratory Technician,3,Married,3958,11746,3,Y,No,15,3,4,80,1,24,2,3,12,12,10,12
40,No,Travel_Rarely,765,Sales,4,2,Medical,1,1210,2,Female,94,3,5,Manager,2,Divorced,19106,5883,2,Y,No,19,3,4,80,0,7,3,4,2,2,0,2
39,No,Non-Travel,812,Research & Development,24,3,Life Sciences,1,1211,3,Female,65,3,3,Manufacturing Director,2,Married,7835,22169,0,Y,No,19,3,3,80,1,15,1,4,5,1,3,5
26,No,Travel_Rarely,1346,Research & Development,1,3,Life Sciences,1,1212,2,Male,64,3,1,Research Scientist,4,Single,2472,23612,0,Y,No,16,3,3,80,0,39,4,3,32,7,1,3
31,No,Travel_Rarely,110,Research & Development,15,2,Medical,1,1213,4,Male,79,3,5,Manager,3,Single,19999,3254,3,Y,Yes,18,3,4,80,0,4,2,4,3,3,3,3
36,No,Travel_Rarely,306,Research & Development,28,3,Medical,1,1214,3,Female,36,3,2,Manufacturing Director,3,Married,5241,3634,1,Y,Yes,22,3,3,80,1,31,2,2,13,1,1,3
42,No,Travel_Rarely,651,Research & Development,9,4,Other,1,1215,1,Female,46,4,2,Manufacturing Director,2,Divorced,4017,23931,2,Y,No,19,4,3,80,0,23,3,3,4,4,4,4
33,No,Travel_Rarely,455,Research & Development,14,2,Life Sciences,1,1216,2,Male,87,3,2,Research Scientist,3,Married,3674,14884,3,Y,No,16,3,3,80,1,28,3,3,10,0,4,10
43,No,Travel_Rarely,1285,Sales,14,4,Medical,1,1217,3,Female,64,3,1,Sales Representative,2,Divorced,3379,21256,5,Y,No,23,3,3,80,0,40,4,4,37,13,2,17
44,No,Travel_Rarely,1390,Sales,17,3,Medical,1,1218,4,Male,96,3,2,Sales Executive,2,Married,4940,3212,3,Y,No,21,3,3,80,0,38,2,4,27,10,12,1
42,No,Travel_Rarely,929,Research & Development,29,3,Life Sciences,1,1219,4,Male,38,3,3,Manufacturing Director,3,Married,6687,16188,4,Y,Yes,25,3,2,80,1,29,4,4,16,13,5,13
42,No,Travel_Rarely,518,Research & Development,18,2,Medical,1,1220,4,Male,78,2,3,Manufacturing Director,4,Married,7191,23975,2,Y,No,12,3,4,80,1,11,2,4,0,0,0,0
31,No,Travel_Rarely,1347,Sales,13,3,Life Sciences,1,1221,3,Male,86,3,3,Sales Executive,4,Single,6802,23512,2,Y,No,24,3,4,80,1,9,3,3,1,1,1,1
30,No,Travel_Frequently,1475,Research & Development,18,3,Technical Degree,1,1222,3,Male,85,4,4,Manager,3,Married,13103,25871,2,Y,Yes,14,3,3,80,3,32,3,3,16,2,15,8
38,No,Travel_Frequently,723,Research & Development,19,3,Life Sciences,1,1223,4,Male,68,3,1,Healthcare Representative,2,Single,2777,10710,5,Y,No,19,3,3,80,0,10,2,3,0,0,0,0
22,No,Travel_Rarely,683,Research & Development,5,3,Life Sciences,1,1224,4,Male,78,3,1,Laboratory Technician,3,Married,2920,10383,2,Y,No,17,3,2,80,0,8,3,4,2,2,2,2
28,No,Travel_Rarely,1310,Sales,26,3,Life Sciences,1,1225,4,Male,31,3,3,Sales Executive,4,Single,7114,24936,0,Y,No,12,3,4,80,0,14,3,3,1,1,1,1
46,Yes,Travel_Frequently,140,Sales,26,2,Life Sciences,1,1226,2,Female,88,2,2,Sales Representative,3,Single,4001,18220,0,Y,Yes,21,3,4,80,0,39,5,3,21,4,10,3
42,No,Travel_Rarely,1126,Research & Development,23,3,Life Sciences,1,1227,4,Female,34,3,5,Manager,3,Divorced,19492,11419,0,Y,No,14,3,4,80,1,29,1,1,11,11,11,7
29,No,Travel_Rarely,724,Research & Development,15,2,Medical,1,1228,4,Female,71,4,2,Manufacturing Director,3,Single,5709,20309,7,Y,No,18,3,4,80,1,11,2,3,2,2,2,2
35,Yes,Travel_Frequently,1237,Research & Development,8,2,Marketing,1,1229,1,Female,43,3,2,Healthcare Representative,2,Single,4770,25674,2,Y,Yes,15,3,4,80,2,17,4,4,1,1,1,1
42,No,Travel_Frequently,1041,Sales,16,4,Medical,1,1230,2,Male,74,4,5,Manager,3,Married,17089,10125,1,Y,No,13,3,3,80,0,31,4,3,24,3,1,6
45,No,Travel_Rarely,500,Research & Development,1,3,Marketing,1,1231,4,Male,44,3,3,Manufacturing Director,2,Single,7070,10339,0,Y,No,25,3,3,80,3,17,2,4,0,0,0,0
37,No,Travel_Rarely,525,Research & Development,25,3,Marketing,1,1232,2,Male,62,1,2,Laboratory Technician,3,Married,4270,9655,0,Y,No,20,3,3,80,2,6,3,3,5,5,1,5
31,Yes,Travel_Rarely,552,Research & Development,12,2,Life Sciences,1,1233,3,Male,78,3,1,Laboratory Technician,3,Single,3018,20369,3,Y,No,13,3,1,80,0,6,3,4,2,2,2,2
42,No,Travel_Rarely,211,Research & Development,2,3,Human Resources,1,1234,3,Male,86,3,3,Research Scientist,2,Married,6109,5650,5,Y,No,15,3,4,80,1,18,3,4,6,5,3,4
35,No,Travel_Rarely,897,Research & Development,26,3,Life Sciences,1,1235,3,Female,46,3,5,Research Director,4,Married,16457,24804,0,Y,No,18,3,4,80,0,15,2,3,8,3,8,8
21,No,Travel_Rarely,750,Research & Development,11,3,Technical Degree,1,1236,4,Male,32,3,3,Manufacturing Director,4,Single,7222,14190,1,Y,No,12,3,1,80,2,7,2,3,3,3,3,3
34,No,Travel_Frequently,1291,Research & Development,26,4,Marketing,1,1237,3,Female,50,3,5,Manager,2,Married,19999,22743,1,Y,No,14,4,4,80,1,6,4,4,1,0,1,1
20,No,Travel_Frequently,121,Research & Development,13,3,Technical Degree,1,1238,3,Male,69,2,2,Research Scientist,3,Single,4869,25542,3,Y,No,14,4,2,80,2,22,5,3,7,0,7,0
43,No,Travel_Rarely,936,Sales,21,3,Life Sciences,1,1239,4,Female,68,3,3,Sales Executive,3,Married,8745,9873,0,Y,No,16,3,4,80,0,10,2,1,2,2,2,2
38,No,Travel_Rarely,649,Human Resources,23,5,Technical Degree,1,1240,2,Male,32,4,1,Human Resources,1,Married,3369,13142,2,Y,No,20,4,4,80,2,21,5,3,10,3,9,9
39,No,Travel_Frequently,920,Sales,1,3,Medical,1,1241,4,Female,80,3,5,Manager,2,Single,19999,3775,2,Y,No,14,3,2,80,1,21,2,3,6,6,6,6
43,No,Non-Travel,973,Research & Development,21,3,Medical,1,1242,4,Male,39,2,2,Healthcare Representative,2,Divorced,3696,14234,3,Y,No,17,3,1,80,1,9,3,4,0,0,0,0
25,Yes,Travel_Rarely,884,Research & Development,11,2,Marketing,1,1243,3,Female,92,2,3,Healthcare Representative,3,Single,7654,4518,8,Y,Yes,17,3,3,80,0,6,3,2,5,0,2,5
30,No,Travel_Rarely,135,Sales,16,2,Medical,1,1244,1,Male,69,3,3,Sales Executive,4,Married,6488,11881,0,Y,No,11,3,1,80,0,16,2,4,14,14,0,9
52,No,Travel_Frequently,1069,Research & Development,4,4,Medical,1,1245,1,Female,49,3,2,Research Scientist,2,Single,4160,20070,2,Y,Yes,19,3,3,80,1,29,2,2,11,11,7,11
48,No,Non-Travel,285,Research & Development,6,4,Medical,1,1246,3,Male,31,1,1,Laboratory Technician,3,Single,2508,26354,0,Y,No,22,3,3,80,1,16,4,3,4,4,4,4
36,No,Travel_Rarely,475,Human Resources,17,3,Life Sciences,1,1247,3,Male,54,2,2,Human Resources,1,Married,3925,6307,2,Y,No,18,3,1,80,0,12,3,3,9,9,8,2
36,No,Travel_Rarely,246,Research & Development,17,5,Marketing,1,1248,3,Female,94,3,3,Manager,4,Married,9446,23971,1,Y,No,25,3,3,80,0,12,3,3,8,8,5,5
41,No,Travel_Rarely,126,Research & Development,10,4,Medical,1,1249,2,Female,40,3,1,Laboratory Technician,1,Single,2804,20695,2,Y,No,15,4,4,80,1,19,2,2,7,5,4,7
36,No,Travel_Rarely,1028,Research & Development,18,3,Life Sciences,1,1250,2,Male,65,3,1,Research Scientist,4,Married,2552,17930,0,Y,No,21,4,4,80,0,18,3,2,17,5,1,6
30,Yes,Travel_Frequently,277,Research & Development,9,3,Medical,1,1251,4,Female,97,4,1,Laboratory Technician,3,Married,3327,22375,3,Y,No,20,3,3,80,1,10,0,1,1,1,1,1
27,Yes,Travel_Frequently,203,Research & Development,24,1,Medical,1,1252,3,Female,55,4,2,Research Scientist,3,Divorced,4620,19342,0,Y,Yes,14,3,2,80,1,27,0,3,8,6,8,4
46,No,Travel_Rarely,847,Research & Development,22,4,Life Sciences,1,1253,2,Female,57,3,2,Research Scientist,4,Married,4481,6199,3,Y,No,23,3,3,80,2,14,2,4,2,2,2,2
27,No,Travel_Frequently,1106,Research & Development,6,4,Marketing,1,1254,3,Male,84,4,3,Manufacturing Director,3,Married,7067,16842,3,Y,No,12,3,3,80,1,7,0,2,1,1,1,1
33,Yes,Travel_Frequently,313,Research & Development,26,4,Medical,1,1255,4,Male,41,4,2,Research Scientist,4,Married,4625,13270,3,Y,Yes,11,3,4,80,1,13,3,3,3,3,3,3
52,No,Travel_Rarely,501,Sales,14,2,Marketing,1,1256,3,Male,93,4,1,Sales Representative,3,Married,2953,22273,5,Y,No,11,3,3,80,0,13,6,1,1,1,1,1
39,Yes,Travel_Rarely,432,Sales,8,4,Marketing,1,1257,4,Female,38,3,3,Sales Executive,1,Single,7036,18807,4,Y,Yes,15,3,3,80,0,12,4,2,4,4,4,4
41,No,Travel_Frequently,1463,Sales,13,3,Life Sciences,1,1258,3,Female,50,3,3,Sales Executive,2,Married,7549,2376,0,Y,No,12,3,4,80,0,13,3,3,4,4,4,4
30,No,Travel_Rarely,197,Research & Development,5,5,Medical,1,1259,3,Female,86,3,1,Manufacturing Director,3,Married,3499,2244,4,Y,No,25,4,3,80,1,30,0,3,11,11,1,11
47,No,Travel_Rarely,162,Research & Development,20,4,Life Sciences,1,1260,2,Male,94,3,3,Research Director,3,Divorced,9681,4125,0,Y,No,19,3,3,80,0,21,5,4,4,4,4,4
41,No,Travel_Rarely,774,Sales,10,3,Marketing,1,1261,3,Female,89,4,4,Manager,4,Single,14097,11510,2,Y,No,12,3,2,80,0,20,4,3,11,11,10,11
29,No,Travel_Frequently,539,Sales,6,3,Life Sciences,1,1262,3,Female,57,4,5,Manager,1,Divorced,19999,2198,1,Y,No,18,3,2,80,3,16,3,3,1,1,1,1
46,Yes,Travel_Frequently,194,Research & Development,3,3,Medical,1,1263,4,Male,68,3,3,Manufacturing Director,2,Divorced,6100,9968,3,Y,No,24,3,1,80,0,10,4,4,0,0,0,0
44,No,Travel_Rarely,592,Sales,5,3,Medical,1,1264,3,Male,76,4,3,Sales Executive,2,Married,6696,16573,3,Y,No,13,4,4,80,1,8,4,3,8,5,7,8
33,Yes,Travel_Frequently,875,Research & Development,17,3,Technical Degree,1,1265,1,Male,38,3,1,Research Scientist,4,Divorced,3378,14792,1,Y,No,15,3,3,80,0,13,3,1,5,5,5,5
48,No,Travel_Rarely,1287,Sales,29,3,Life Sciences,1,1266,1,Female,70,3,3,Sales Executive,2,Married,6186,17628,0,Y,Yes,12,4,4,80,0,22,4,4,4,4,4,4
23,No,Travel_Rarely,859,Sales,24,1,Life Sciences,1,1267,3,Female,64,3,2,Sales Representative,3,Single,4648,3659,1,Y,No,14,3,4,80,1,8,4,2,8,8,7,8
28,No,Travel_Rarely,228,Sales,3,2,Other,1,1268,3,Male,38,1,4,Manager,3,Single,13425,5049,1,Y,No,11,3,4,80,0,30,4,3,19,16,4,17
46,No,Travel_Rarely,1249,Research & Development,23,2,Medical,1,1269,3,Male,81,3,2,Research Scientist,3,Single,4894,26088,0,Y,No,13,3,3,80,1,25,2,2,9,9,6,9
35,No,Travel_Rarely,1035,Research & Development,16,4,Medical,1,1270,3,Male,59,2,2,Laboratory Technician,2,Single,4741,18665,2,Y,No,11,3,4,80,1,14,3,4,7,1,4,7
40,No,Travel_Frequently,797,Sales,15,3,Technical Degree,1,1271,4,Male,91,3,2,Sales Executive,4,Married,4315,2367,0,Y,Yes,19,4,3,80,1,16,1,2,4,4,4,2
24,No,Travel_Rarely,1238,Sales,29,3,Other,1,1272,4,Female,66,4,3,Sales Executive,3,Married,7282,15708,6,Y,No,17,3,4,80,1,3,3,3,1,1,1,1
29,No,Travel_Rarely,1132,Research & Development,14,3,Life Sciences,1,1273,1,Female,77,2,2,Healthcare Representative,3,Single,4660,26638,3,Y,No,19,3,4,80,1,8,3,4,1,1,1,1
54,No,Travel_Rarely,1483,Sales,26,2,Life Sciences,1,1274,3,Female,53,3,4,Manager,2,Married,10552,11477,0,Y,No,24,3,3,80,1,15,1,3,0,0,0,0
43,No,Non-Travel,1349,Sales,7,2,Medical,1,1275,3,Female,60,2,3,Sales Executive,1,Divorced,6838,11498,0,Y,No,17,3,3,80,2,19,4,2,2,2,2,2
21,No,Travel_Rarely,899,Research & Development,17,4,Technical Degree,1,1276,4,Female,67,4,1,Laboratory Technician,4,Married,2795,2229,3,Y,No,25,4,1,80,2,17,3,3,3,3,3,3
20,No,Travel_Rarely,659,Research & Development,15,3,Life Sciences,1,1277,1,Female,55,3,1,Research Scientist,4,Single,3292,2803,0,Y,No,20,3,4,80,1,14,5,3,4,4,4,4
18,No,Travel_Rarely,1251,Research & Development,14,4,Life Sciences,1,1278,4,Female,74,2,3,Research Scientist,4,Married,7034,2623,0,Y,No,20,3,3,80,3,24,2,4,10,10,10,3
24,No,Non-Travel,1466,Research & Development,15,3,Marketing,1,1279,4,Male,34,3,3,Healthcare Representative,4,Single,6130,14646,1,Y,No,24,3,3,80,1,24,3,3,5,2,1,5
31,No,Travel_Rarely,507,Research & Development,12,2,Medical,1,1280,2,Female,50,3,2,Manufacturing Director,1,Single,5271,11724,4,Y,No,25,3,4,80,1,20,3,4,1,1,1,1
39,No,Travel_Rarely,659,Sales,8,3,Life Sciences,1,1281,3,Male,55,2,2,Sales Executive,2,Single,4328,18394,3,Y,No,11,4,4,80,0,15,2,2,1,0,1,1
32,Yes,Travel_Rarely,1142,Research & Development,14,3,Life Sciences,1,1282,4,Male,98,3,1,Laboratory Technician,3,Single,2353,19742,1,Y,Yes,17,3,4,80,0,13,1,3,7,0,7,7
34,No,Travel_Rarely,419,Research & Development,3,3,Medical,1,1283,4,Male,32,3,5,Manager,4,Married,18524,23467,1,Y,No,21,3,2,80,1,10,5,4,0,0,0,0
26,No,Travel_Rarely,1384,Sales,16,4,Life Sciences,1,1284,2,Female,78,3,3,Sales Executive,2,Single,8174,14008,6,Y,No,22,3,4,80,0,16,5,3,9,9,2,9
27,No,Travel_Rarely,1161,Research & Development,17,3,Marketing,1,1285,3,Female,96,3,3,Research Scientist,4,Divorced,6648,11664,3,Y,No,17,3,4,80,1,19,2,3,3,3,3,3
39,Yes,Travel_Rarely,780,Research & Development,28,4,Medical,1,1286,1,Male,56,3,1,Research Scientist,1,Single,3373,25370,0,Y,No,13,4,3,80,0,40,3,3,40,16,5,11
21,Yes,Travel_Frequently,839,Research & Development,14,4,Life Sciences,1,1287,3,Male,93,3,3,Manufacturing Director,2,Single,7395,16320,4,Y,No,23,3,3,80,0,12,3,3,6,6,6,6
48,No,Travel_Rarely,1083,Research & Development,28,3,Life Sciences,1,1288,2,Male,36,4,5,Manager,1,Married,16004,9757,2,Y,No,16,3,3,80,0,28,4,3,13,1,4,13
40,No,Travel_Rarely,407,Sales,13,3,Life Sciences,1,1289,4,Male,32,3,3,Sales Executive,4,Single,9031,24683,0,Y,No,19,3,4,80,3,11,2,4,10,8,10,10
22,No,Travel_Rarely,724,Research & Development,25,5,Medical,1,1290,1,Male,89,4,3,Manufacturing Director,4,Divorced,6841,21683,0,Y,No,17,3,4,80,1,19,4,4,3,3,3,2
37,No,Travel_Frequently,545,Research & Development,16,3,Life Sciences,1,1291,4,Female,45,2,1,Laboratory Technician,4,Single,2597,18507,4,Y,No,21,3,4,80,1,9,5,4,8,8,8,3
20,No,Travel_Rarely,1323,Research & Development,17,3,Life Sciences,1,1292,4,Male,57,2,1,Laboratory Technician,4,Married,2403,26213,0,Y,No,13,3,4,80,2,33,1,4,18,4,8,3
43,No,Travel_Rarely,1403,Research & Development,19,3,Life Sciences,1,1293,3,Female,57,2,5,Manager,3,Divorced,19999,25263,2,Y,Yes,11,4,3,80,2,12,3,4,2,2,2,1
18,No,Travel_Rarely,810,Human Resources,21,2,Medical,1,1294,2,Male,94,2,5,Manager,4,Divorced,16752,23506,2,Y,Yes,21,3,3,80,0,4,3,4,2,2,1,2
46,Yes,Travel_Rarely,781,Sales,23,2,Life Sciences,1,1295,2,Male,68,4,2,Sales Representative,1,Single,4623,23756,2,Y,No,14,3,4,80,1,17,2,3,1,1,1,1
43,Yes,Travel_Rarely,1435,Research & Development,18,3,Life Sciences,1,1296,3,Male,89,3,1,Laboratory Technician,4,Single,2988,9494,0,Y,No,22,3,4,80,0,26,0,1,15,15,12,15
37,Yes,Travel_Frequently,867,Research & Development,26,3,Technical Degree,1,1297,2,Male,41,3,1,Laboratory Technician,4,Single,2740,9355,8,Y,No,13,3,4,80,3,4,6,3,1,1,1,1
37,No,Travel_Rarely,563,Sales,29,3,Life Sciences,1,1298,4,Female,51,3,3,Sales Executive,3,Married,9558,3248,0,Y,No,14,3,3,80,2,11,4,2,3,3,3,2
40,No,Travel_Rarely,578,Research & Development,12,4,Life Sciences,1,1299,4,Female,36,2,2,Healthcare Representative,3,Married,4483,16169,1,Y,No,12,3,4,80,1,21,2,4,4,4,4,4
36,No,Travel_Rarely,1168,Research & Development,14,4,Technical Degree,1,1300,3,Male,77,4,2,Healthcare Representative,3,Married,4407,9414,2,Y,No,21,3,3,80,0,8,3,3,4,4,4,4
41,No,Travel_Rarely,1241,Research & Development,16,4,Life Sciences,1,1301,4,Female,55,3,5,Manager,2,Single,16478,5653,1,Y,No,18,4,1,80,2,24,4,4,15,15,14,1
37,No,Travel_Rarely,1066,Sales,1,3,Medical,1,1302,1,Male,49,3,2,Sales Executive,2,Married,5781,18776,0,Y,No,13,3,2,80,0,15,2,3,2,2,2,2
37,No,Non-Travel,285,Research & Development,6,3,Life Sciences,1,1303,3,Male,80,4,3,Manufacturing Director,3,Divorced,6263,3568,2,Y,Yes,23,3,4,80,0,20,2,3,12,12,11,12
33,No,Travel_Rarely,119,Research & Development,5,4,Life Sciences,1,1304,1,Male,33,4,2,Healthcare Representative,4,Divorced,5971,23792,3,Y,No,16,4,3,80,1,5,3,3,5,4,1,5
