Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Binary,AttritionRisk_Score,AttritionRisk_Tier
40,No,Travel_Rarely,134,Research & Development,27,3,Medical,2,Male,62,2,3,Healthcare Representative,2,Single,6288,10031,1,No,11,3,2,2,22,2,2,3,0,3,3,0,0.1356,Low
46,Yes,Travel_Rarely,1367,Research & Development,25,2,Marketing,2,Male,43,4,1,Laboratory Technician,2,Married,3077,9335,1,Yes,20,3,3,0,21,2,2,2,2,2,2,1,0.887,High
40,No,Travel_Rarely,358,Research & Development,5,4,Life Sciences,4,Female,60,3,2,Research Scientist,4,Single,4915,6849,2,No,25,3,3,3,22,1,3,5,5,5,5,0,0.0157,Low
38,No,Travel_Rarely,654,Sales,10,3,Life Sciences,3,Male,88,3,2,Sales Executive,1,Married,5256,7074,2,No,16,3,4,1,11,5,3,1,1,1,1,0,0.143,Low
36,No,Travel_Rarely,1310,Sales,18,3,Technical Degree,3,Male,37,3,3,Sales Executive,4,Divorced,6422,22264,2,Yes,25,3,3,1,22,3,4,13,8,9,1,0,0.2352,Low
40,No,Travel_Rarely,330,Research & Development,5,1,Medical,4,Male,96,3,2,Laboratory Technician,1,Married,3817,2575,4,Yes,23,4,3,0,13,2,2,9,9,5,9,0,0.3326,Medium
30,Yes,Travel_Frequently,799,Research & Development,25,3,Life Sciences,2,Female,77,3,4,Manager,4,Married,10020,14030,3,Yes,12,3,4,0,13,3,4,0,0,0,0,1,0.7484,High
34,No,Travel_Rarely,1331,Research & Development,1,3,Life Sciences,2,Male,53,3,4,Manager,4,Divorced,13961,10160,0,No,24,3,3,0,29,4,2,24,6,9,1,0,0.0902,Low
33,No,Travel_Rarely,873,Research & Development,5,2,Life Sciences,4,Female,85,4,2,Research Scientist,2,Married,5109,3701,0,No,18,3,3,2,29,0,4,14,11,14,14,0,0.051,Low
39,No,Travel_Frequently,815,Research & Development,22,4,Technical Degree,3,Male,60,2,5,Research Director,4,Married,15928,19829,2,No,25,4,3,1,6,4,4,0,0,0,0,0,0.0455,Low
35,No,Travel_Frequently,1186,Research & Development,10,1,Life Sciences,4,Male,58,2,4,Manager,4,Single,13703,11638,2,Yes,11,3,4,2,14,2,3,13,13,8,13,0,0.222,Low
34,No,Travel_Rarely,1372,Human Resources,16,4,Medical,2,Male,98,2,1,Human Resources,1,Divorced,2061,23585,2,No,17,3,4,0,15,3,3,13,6,10,13,0,0.1801,Low
42,No,Travel_Rarely,690,Research & Development,6,5,Life Sciences,1,Male,66,3,1,Manufacturing Director,3,Married,2904,13105,0,Yes,21,3,1,2,19,5,2,2,0,2,2,0,0.5155,Medium
33,No,Travel_Rarely,1160,Human Resources,3,2,Life Sciences,3,Male,69,4,1,Human Resources,1,Divorced,3315,5855,7,No,22,4,3,0,11,0,4,4,4,2,4,0,0.2798,Low
19,Yes,Travel_Rarely,333,Research & Development,4,3,Medical,4,Male,70,4,1,Laboratory Technician,3,Married,3124,14894,3,Yes,25,3,3,1,34,5,1,22,5,2,9,1,0.6135,High
40,No,Travel_Rarely,1075,Research & Development,27,3,Technical Degree,1,Female,80,3,2,Healthcare Representative,2,Single,3923,23424,1,No,20,3,2,2,10,3,2,3,3,3,3,0,0.1349,Low
33,No,Travel_Frequently,1381,Research & Development,24,3,Marketing,4,Male,88,3,2,Research Scientist,3,Married,4984,20734,0,Yes,19,3,4,0,21,3,3,11,11,9,11,0,0.304,Medium
20,No,Travel_Rarely,422,Research & Development,23,2,Technical Degree,3,Female,72,3,3,Healthcare Representative,2,Single,6151,16192,0,Yes,11,3,4,1,26,3,3,9,5,9,3,0,0.3254,Medium
40,Yes,Travel_Rarely,723,Sales,9,3,Life Sciences,3,Male,80,2,1,Sales Representative,2,Married,3030,4398,3,Yes,21,3,3,2,23,3,3,4,4,1,3,1,0.6954,High
60,No,Travel_Rarely,511,Research & Development,20,4,Life Sciences,3,Male,85,4,2,Healthcare Representative,3,Divorced,5557,17737,0,No,19,3,3,0,13,3,3,2,2,1,2,0,0.0974,Low
32,No,Travel_Rarely,576,Sales,21,3,Medical,3,Male,55,3,1,Sales Representative,2,Divorced,3173,8450,1,No,13,3,3,0,17,3,3,3,3,3,3,0,0.3142,Medium
25,No,Travel_Rarely,1305,Research & Development,10,3,Medical,2,Female,96,4,2,Research Scientist,4,Divorced,4060,16424,3,No,13,3,3,1,4,4,2,2,2,2,2,0,0.0811,Low
29,No,Travel_Frequently,604,Sales,25,4,Life Sciences,2,Male,49,3,5,Manager,2,Married,16186,24568,4,No,15,4,4,1,36,2,4,19,11,12,13,0,0.0771,Low
41,No,Travel_Rarely,1247,Human Resources,17,3,Life Sciences,3,Female,73,3,2,Human Resources,1,Married,3556,19987,1,No,22,3,1,2,17,3,4,3,3,3,3,0,0.0968,Low
29,No,Travel_Frequently,115,Sales,17,3,Life Sciences,3,Male,46,1,3,Sales Executive,1,Married,8487,23105,0,No,14,3,3,1,25,1,4,14,7,12,13,0,0.0899,Low
29,No,Travel_Rarely,1120,Research & Development,28,3,Other,3,Female,48,3,2,Research Scientist,1,Divorced,4605,20865,0,Yes,20,3,3,0,10,0,3,8,2,8,8,0,0.2935,Low
36,No,Travel_Frequently,1481,Research & Development,6,3,Life Sciences,4,Male,84,3,2,Laboratory Technician,2,Married,4496,6528,3,No,20,3,2,3,15,4,3,6,6,6,6,0,0.0568,Low
29,No,Travel_Rarely,1204,Research & Development,15,2,Medical,1,Male,36,2,5,Research Director,4,Married,19884,19315,0,No,22,4,4,0,11,4,4,7,7,7,7,0,0.0429,Low
39,Yes,Travel_Rarely,566,Research & Development,7,1,Marketing,3,Male,89,2,3,Healthcare Representative,1,Married,6818,4640,2,Yes,12,4,3,1,37,3,1,32,5,10,3,1,0.6757,High
40,Yes,Non-Travel,1249,Sales,1,1,Life Sciences,3,Female,30,1,4,Manager,4,Single,11597,9904,8,Yes,22,3,3,1,19,2,3,1,1,1,1,1,0.7511,High
29,No,Travel_Rarely,247,Research & Development,19,3,Other,4,Female,62,3,2,Healthcare Representative,3,Married,5678,16963,3,No,21,3,4,2,23,3,4,8,8,8,8,0,0.0105,Low
41,No,Travel_Rarely,874,Sales,4,4,Marketing,3,Male,92,3,2,Sales Executive,4,Married,3794,14485,0,No,13,3,4,1,8,4,3,7,7,2,7,0,0.0187,Low
43,No,Travel_Rarely,482,Research & Development,22,4,Medical,2,Female,86,3,2,Laboratory Technician,1,Single,3643,22087,3,No,18,3,3,0,3,2,3,1,1,1,1,0,0.2592,Low
40,Yes,Travel_Frequently,154,Sales,9,3,Marketing,2,Female,83,3,3,Sales Executive,4,Single,7048,14224,3,Yes,25,3,3,1,7,2,2,2,2,2,2,1,0.7869,High
48,No,Travel_Frequently,502,Sales,28,3,Life Sciences,1,Female,67,2,4,Manager,4,Single,13424,20745,2,No,25,3,1,0,10,2,4,4,4,4,4,0,0.1216,Low
36,No,Travel_Rarely,904,Sales,19,1,Life Sciences,2,Male,69,3,3,Sales Executive,3,Married,6325,3606,7,No,24,3,4,3,3,2,3,2,2,2,2,0,0.0951,Low
52,No,Travel_Rarely,482,Research & Development,17,1,Medical,3,Male,34,4,1,Laboratory Technician,3,Married,3136,25900,0,Yes,21,3,3,1,14,3,4,5,5,5,2,0,0.2843,Low
39,No,Travel_Rarely,435,Research & Development,28,1,Life Sciences,4,Male,96,3,2,Research Scientist,4,Divorced,3550,21076,1,Yes,11,4,4,1,17,2,4,3,2,0,3,0,0.4895,Medium
35,Yes,Travel_Rarely,622,Research & Development,28,3,Medical,3,Female,39,3,1,Laboratory Technician,3,Single,3191,9113,5,No,12,3,2,0,11,1,3,2,1,2,2,1,0.7787,High
28,No,Travel_Rarely,417,Research & Development,4,4,Life Sciences,3,Female,67,3,2,Research Scientist,4,Single,4613,18683,2,No,24,3,1,0,17,2,3,1,1,1,1,0,0.1536,Low
33,No,Travel_Rarely,294,Sales,6,4,Life Sciences,3,Male,97,3,3,Sales Executive,3,Married,7662,8540,2,Yes,23,3,4,0,25,2,4,13,7,9,13,0,0.263,Low
55,Yes,Travel_Rarely,1473,Sales,19,2,Medical,4,Male,49,3,1,Sales Representative,3,Single,2519,15501,0,Yes,24,3,3,2,15,4,3,3,3,3,3,1,0.7607,High
59,No,Travel_Frequently,175,Human Resources,1,3,Medical,4,Male,95,4,4,Manager,2,Single,10662,13919,4,Yes,19,3,3,1,15,3,4,7,6,7,7,0,0.3551,Medium
45,No,Travel_Rarely,807,Research & Development,21,2,Life Sciences,3,Female,78,2,5,Research Director,4,Married,19059,23417,0,No,17,3,4,0,14,4,2,10,10,7,7,0,0.0221,Low
29,No,Travel_Rarely,1101,Research & Development,15,3,Life Sciences,3,Male,39,3,2,Laboratory Technician,2,Single,4216,5921,0,No,19,3,3,1,20,2,1,9,9,0,9,0,0.116,Low
41,No,Travel_Rarely,331,Sales,16,3,Medical,1,Male,95,3,3,Sales Executive,2,Married,8134,4475,3,Yes,16,3,4,1,17,2,4,9,9,9,7,0,0.359,Medium
18,Yes,Travel_Rarely,766,Sales,25,3,Life Sciences,4,Male,72,3,5,Manager,1,Divorced,15579,15724,1,Yes,12,3,2,3,32,3,3,19,10,0,2,1,0.6714,High
43,No,Travel_Rarely,587,Sales,16,5,Life Sciences,1,Female,81,1,3,Sales Executive,3,Single,7915,2645,0,No,11,3,1,3,22,3,3,5,1,5,5,0,0.1224,Low
38,No,Travel_Frequently,639,Research & Development,9,4,Medical,4,Female,50,3,3,Manufacturing Director,3,Married,8374,14000,1,No,21,3,3,1,24,3,3,16,16,9,12,0,0.0163,Low
34,Yes,Travel_Rarely,1322,Research & Development,27,4,Marketing,2,Male,46,1,1,Research Scientist,2,Married,2989,7242,2,No,13,3,1,2,18,4,3,1,1,1,1,1,0.7542,High
40,No,Travel_Rarely,115,Research & Development,7,1,Medical,4,Male,36,3,2,Healthcare Representative,4,Married,4094,25075,3,No,20,3,3,0,11,4,1,3,3,3,3,0,0.0787,Low
38,No,Travel_Frequently,996,Sales,10,3,Life Sciences,3,Female,72,2,3,Sales Executive,4,Married,8642,9531,5,No,25,4,3,2,22,2,3,7,7,7,7,0,0.0201,Low
31,No,Travel_Rarely,435,Research & Development,16,4,Life Sciences,2,Male,36,4,3,Manufacturing Director,2,Single,6653,23136,1,No,21,3,4,1,39,1,4,22,8,3,11,0,0.0915,Low
37,No,Travel_Rarely,1468,Sales,14,3,Life Sciences,4,Male,56,3,1,Sales Representative,4,Single,1576,2958,2,Yes,22,4,3,1,28,3,3,13,13,3,10,0,0.3727,Medium
42,No,Travel_Rarely,252,Research & Development,24,3,Marketing,2,Male,88,3,2,Healthcare Representative,4,Single,4386,15969,3,No,13,3,4,0,3,4,3,3,3,3,3,0,0.0486,Low
36,No,Travel_Rarely,782,Research & Development,18,3,Marketing,2,Male,47,3,3,Healthcare Representative,4,Married,6675,13059,1,No,17,3,1,1,4,5,3,4,4,3,3,0,0.0486,Low
18,No,Travel_Rarely,1101,Research & Development,17,3,Medical,3,Female,97,2,3,Manufacturing Director,2,Married,7080,20352,9,No,25,3,3,2,11,3,4,1,1,1,1,0,0.1179,Low
50,No,Travel_Rarely,393,Sales,19,3,Life Sciences,2,Male,88,1,4,Sales Executive,4,Married,11430,17546,2,No,22,3,2,1,26,2,3,12,3,7,12,0,0.0459,Low
39,No,Non-Travel,626,Sales,2,3,Marketing,3,Male,79,3,2,Sales Executive,1,Married,5615,20567,4,No,11,3,2,2,10,3,1,10,8,2,10,0,0.1395,Low
38,No,Travel_Rarely,502,Research & Development,6,5,Medical,3,Female,60,4,2,Laboratory Technician,4,Divorced,3867,12740,8,No,22,3,2,1,14,2,3,4,4,4,4,0,0.0185,Low
18,No,Travel_Rarely,573,Sales,10,5,Life Sciences,4,Male,41,2,3,Manager,3,Single,7197,6057,5,No,14,3,3,0,14,2,4,4,4,1,4,0,0.0723,Low
36,No,Travel_Rarely,553,Research & Development,25,5,Life Sciences,1,Female,50,3,2,Research Scientist,4,Married,4739,14587,8,No,18,3,4,2,7,3,4,1,1,1,1,0,0.1445,Low
51,No,Travel_Rarely,525,Research & Development,16,3,Life Sciences,1,Female,67,3,2,Laboratory Technician,2,Married,4341,20570,1,Yes,23,3,2,1,20,4,2,18,11,14,4,0,0.4715,Medium
30,Yes,Travel_Rarely,496,Research & Development,18,4,Life Sciences,3,Male,88,3,1,Laboratory Technician,4,Married,1009,10835,2,Yes,11,3,4,0,17,2,3,1,1,1,1,1,0.817,High
40,No,Travel_Rarely,1399,Research & Development,27,4,Medical,4,Male,47,2,2,Healthcare Representative,3,Single,4459,19012,1,No,17,3,2,3,18,3,2,6,6,3,6,0,0.0624,Low
37,No,Travel_Frequently,1469,Research & Development,10,4,Life Sciences,4,Female,37,3,2,Healthcare Representative,4,Married,4116,8814,0,No,18,4,4,0,8,3,4,2,2,2,2,0,0.1219,Low
46,No,Travel_Rarely,1405,Research & Development,18,3,Life Sciences,2,Male,94,4,2,Research Scientist,3,Married,5309,7760,0,No,22,3,2,1,11,0,2,1,1,1,0,0,0.0861,Low
21,No,Travel_Frequently,580,Research & Development,2,5,Life Sciences,2,Male,43,3,1,Healthcare Representative,2,Married,2811,8819,1,No,22,3,2,0,23,2,3,8,8,8,8,0,0.1836,Low
45,Yes,Travel_Frequently,765,Research & Development,13,3,Life Sciences,1,Female,74,3,4,Manager,4,Single,14085,20013,0,Yes,21,4,1,2,19,4,4,4,4,4,3,1,0.7309,High
45,Yes,Travel_Frequently,1136,Research & Development,13,5,Marketing,1,Male,51,3,2,Research Scientist,4,Single,4818,11414,0,Yes,14,3,3,1,40,4,4,34,5,13,9,1,0.6876,High
35,No,Non-Travel,634,Research & Development,19,3,Life Sciences,2,Male,54,3,1,Research Scientist,2,Divorced,3489,14877,2,No,16,3,2,1,23,2,4,6,0,0,5,0,0.2556,Low
25,No,Travel_Rarely,111,Research & Development,13,3,Life Sciences,4,Male,75,2,2,Research Scientist,3,Divorced,3716,13386,1,Yes,24,3,3,1,17,2,4,16,14,1,12,0,0.3284,Medium
44,No,Non-Travel,1387,Research & Development,4,2,Human Resources,4,Male,98,3,2,Healthcare Representative,4,Divorced,5350,26177,3,No,21,3,2,0,16,4,1,7,7,7,7,0,0.076,Low
25,No,Travel_Rarely,835,Research & Development,7,4,Life Sciences,4,Female,90,3,1,Laboratory Technician,2,Single,3363,19139,4,No,18,3,4,0,1,2,1,1,1,1,1,0,0.5178,Medium
43,No,Travel_Frequently,193,Sales,28,3,Life Sciences,4,Female,66,4,3,Sales Executive,2,Single,8159,25246,6,No,19,3,4,0,5,4,3,1,1,1,1,0,0.2823,Low
34,No,Travel_Frequently,857,Sales,10,3,Medical,2,Male,71,4,1,Sales Representative,4,Married,1708,22067,2,No,16,4,4,3,28,2,3,10,8,1,10,0,0.1386,Low
49,No,Travel_Frequently,429,Sales,17,2,Medical,4,Male,88,3,5,Manager,3,Single,19085,11244,4,No,17,3,1,1,22,3,2,18,4,14,14,0,0.0455,Low
29,No,Travel_Frequently,208,Research & Development,23,4,Medical,2,Female,56,3,3,Research Scientist,3,Married,6724,3134,1,No,19,3,3,1,8,3,3,8,0,1,3,0,0.0477,Low
30,No,Non-Travel,742,Research & Development,24,3,Medical,2,Male,63,3,1,Laboratory Technician,4,Married,3067,9033,9,No,19,3,1,1,14,3,4,4,4,4,4,0,0.2176,Low
34,No,Travel_Rarely,1113,Research & Development,25,4,Medical,4,Male,84,3,1,Laboratory Technician,2,Married,2512,19286,1,No,16,3,4,1,11,3,4,1,1,1,1,0,0.5593,Medium
22,No,Non-Travel,1254,Research & Development,28,4,Technical Degree,4,Male,46,3,2,Research Scientist,1,Divorced,4702,17409,0,No,24,3,1,1,14,2,4,4,4,2,1,0,0.1527,Low
44,Yes,Travel_Rarely,612,Sales,8,4,Medical,4,Male,37,2,4,Manager,3,Married,13622,3592,0,Yes,24,3,3,0,5,3,3,2,2,1,2,1,0.5266,Medium
39,No,Travel_Rarely,240,Research & Development,25,3,Life Sciences,1,Male,41,2,4,Manager,4,Married,14653,10489,4,No,14,3,3,1,11,3,3,9,0,7,9,0,0.0727,Low
33,No,Travel_Rarely,118,Sales,4,2,Life Sciences,2,Male,62,4,4,Manager,3,Married,12044,17222,0,No,16,3,3,0,16,4,3,3,3,3,3,0,0.0301,Low
42,No,Travel_Frequently,185,Research & Development,26,3,Medical,1,Female,86,2,1,Research Scientist,3,Single,3491,3291,0,No,15,3,3,0,9,3,4,1,0,1,1,0,0.3305,Medium
34,No,Non-Travel,790,Research & Development,15,3,Life Sciences,4,Female,90,3,2,Research Scientist,4,Married,5383,18861,2,Yes,16,3,3,1,3,1,3,1,1,1,1,0,0.4821,Medium
44,No,Travel_Rarely,1332,Sales,26,3,Medical,3,Female,30,4,2,Sales Executive,3,Single,5512,14234,0,No,24,3,2,0,13,1,4,2,2,2,1,0,0.1882,Low
18,No,Travel_Rarely,1430,Research & Development,2,4,Life Sciences,4,Female,54,4,3,Manufacturing Director,1,Married,6747,21724,0,No,16,3,2,0,5,2,3,3,3,3,3,0,0.1319,Low
39,No,Travel_Rarely,1424,Research & Development,1,4,Medical,3,Male,77,4,5,Manager,2,Single,19999,3869,8,No,25,3,1,0,16,6,4,9,3,4,0,0,0.0969,Low
30,Yes,Travel_Rarely,334,Research & Development,22,4,Life Sciences,2,Male,88,1,1,Laboratory Technician,4,Single,2986,24468,0,Yes,11,3,3,0,13,2,4,3,3,3,3,1,0.7762,High
32,No,Travel_Rarely,1384,Research & Development,1,4,Life Sciences,1,Female,33,3,5,Manager,1,Married,17919,4755,2,No,13,3,4,0,29,3,3,15,13,7,4,0,0.0699,Low
39,No,Travel_Rarely,405,Sales,28,4,Medical,2,Male,58,3,2,Sales Representative,3,Divorced,3828,10366,2,No,15,3,3,0,24,3,1,20,3,1,8,0,0.1392,Low
28,No,Travel_Rarely,998,Research & Development,21,4,Medical,4,Male,88,4,2,Laboratory Technician,4,Married,4211,7830,0,No,24,3,3,0,17,6,3,6,6,6,5,0,0.0099,Low
49,No,Travel_Rarely,1467,Sales,19,3,Life Sciences,2,Male,98,4,4,Manager,4,Married,13351,14632,1,No,17,3,4,1,6,5,3,1,1,1,1,0,0.0485,Low
35,No,Travel_Rarely,735,Research & Development,5,2,Medical,4,Male,57,3,2,Healthcare Representative,2,Married,5699,11369,7,Yes,22,3,3,0,19,2,3,5,5,5,5,0,0.2505,Low
47,No,Travel_Rarely,1214,Research & Development,5,3,Life Sciences,3,Male,46,2,1,Laboratory Technician,4,Married,3080,21935,3,No,24,3,1,1,17,2,4,6,6,3,6,0,0.1306,Low
31,No,Travel_Rarely,275,Research & Development,13,2,Life Sciences,2,Male,68,3,2,Laboratory Technician,4,Married,3903,3834,0,No,25,3,4,0,21,2,4,20,10,1,11,0,0.0286,Low
52,Yes,Travel_Rarely,484,Sales,6,3,Human Resources,3,Female,37,4,5,Manager,2,Single,18639,21703,7,Yes,11,4,3,1,6,4,4,5,5,5,5,1,0.6706,High
44,No,Travel_Rarely,458,Research & Development,26,2,Life Sciences,4,Male,56,4,1,Laboratory Technician,4,Married,2809,4465,3,Yes,20,3,4,0,18,5,3,6,0,3,6,0,0.3934,Medium
21,No,Travel_Rarely,1189,Research & Development,13,3,Life Sciences,4,Female,79,3,2,Healthcare Representative,4,Divorced,5001,13899,2,No,13,3,3,0,15,3,3,0,0,0,0,0,0.0824,Low
35,No,Non-Travel,402,Research & Development,29,2,Medical,3,Male,88,3,3,Manufacturing Director,4,Married,9601,5852,1,No,11,3,3,0,27,3,3,19,18,10,14,0,0.0513,Low
47,No,Travel_Frequently,1423,Sales,28,3,Technical Degree,4,Female,79,3,3,Sales Executive,4,Divorced,6155,8442,0,No,22,3,3,2,14,0,4,2,1,2,2,0,0.0886,Low
60,No,Travel_Frequently,1163,Research & Development,4,4,Medical,4,Male,60,3,1,Laboratory Technician,4,Married,3045,22473,1,Yes,20,3,3,1,24,3,4,6,6,6,1,0,0.2656,Low
46,No,Travel_Rarely,1091,Research & Development,8,3,Life Sciences,2,Female,81,3,3,Healthcare Representative,3,Divorced,6244,8031,2,Yes,16,3,4,0,9,3,4,9,1,6,6,0,0.1786,Low
21,No,Travel_Rarely,195,Sales,2,2,Medical,3,Female,87,3,2,Sales Executive,3,Married,3960,19047,2,No,16,4,2,2,15,3,4,5,5,5,5,0,0.0581,Low
40,Yes,Travel_Rarely,438,Sales,17,3,Marketing,3,Male,57,2,2,Sales Representative,4,Single,3839,18406,2,Yes,17,4,3,1,4,5,4,0,0,0,0,1,0.746,High
31,No,Non-Travel,1088,Research & Development,22,2,Medical,2,Male,34,1,5,Research Director,3,Single,17171,8966,1,No,22,3,4,0,19,2,3,4,4,4,4,0,0.1117,Low
35,No,Travel_Rarely,1003,Human Resources,13,1,Medical,3,Male,57,4,4,Manager,4,Married,13045,18059,0,Yes,22,3,4,1,10,0,4,5,5,5,5,0,0.1961,Low
41,No,Non-Travel,578,Sales,8,3,Life Sciences,3,Male,69,3,5,Manager,3,Divorced,17702,12643,2,Yes,25,3,3,3,8,3,4,6,6,6,6,0,0.2871,Low
29,No,Travel_Frequently,857,Research & Development,28,3,Medical,3,Male,95,4,2,Research Scientist,4,Single,4313,22973,5,No,25,3,3,0,17,4,4,7,7,0,5,0,0.089,Low
33,No,Travel_Frequently,920,Research & Development,7,3,Life Sciences,3,Female,47,4,3,Research Scientist,4,Married,6283,9868,1,No,20,4,4,0,15,2,4,15,6,0,11,0,0.0586,Low
38,No,Travel_Rarely,257,Research & Development,3,4,Life Sciences,3,Female,83,3,2,Laboratory Technician,3,Married,3958,11746,3,No,15,3,4,1,24,2,3,12,12,10,12,0,0.0409,Low
40,No,Travel_Rarely,765,Sales,4,2,Medical,2,Female,94,3,5,Manager,2,Divorced,19106,5883,2,No,19,3,4,0,7,3,4,2,2,0,2,0,0.0803,Low
39,No,Non-Travel,812,Research & Development,24,3,Life Sciences,3,Female,65,3,3,Manufacturing Director,2,Married,7835,22169,0,No,19,3,3,1,15,1,4,5,1,3,5,0,0.0519,Low
26,No,Travel_Rarely,1346,Research & Development,1,3,Life Sciences,2,Male,64,3,1,Research Scientist,4,Single,2472,23612,0,No,16,3,3,0,39,4,3,32,7,1,3,0,0.2263,Low
31,No,Travel_Rarely,110,Research & Development,15,2,Medical,4,Male,79,3,5,Manager,3,Single,19999,3254,3,Yes,18,3,4,0,4,2,4,3,3,3,3,0,0.3824,Medium
36,No,Travel_Rarely,306,Research & Development,28,3,Medical,3,Female,36,3,2,Manufacturing Director,3,Married,5241,3634,1,Yes,22,3,3,1,31,2,2,13,1,1,3,0,0.327,Medium
42,No,Travel_Rarely,651,Research & Development,9,4,Other,1,Female,46,4,2,Manufacturing Director,2,Divorced,4017,23931,2,No,19,4,3,0,23,3,3,4,4,4,4,0,0.084,Low
33,No,Travel_Rarely,455,Research & Development,14,2,Life Sciences,2,Male,87,3,2,Research Scientist,3,Married,3674,14884,3,No,16,3,3,1,28,3,3,10,0,4,10,0,0.0189,Low
43,No,Travel_Rarely,1285,Sales,14,4,Medical,3,Female,64,3,1,Sales Representative,2,Divorced,3379,21256,5,No,23,3,3,0,40,4,4,37,13,2,17,0,0.2783,Low
44,No,Travel_Rarely,1390,Sales,17,3,Medical,4,Male,96,3,2,Sales Executive,2,Married,4940,3212,3,No,21,3,3,0,38,2,4,27,10,12,1,0,0.0821,Low
42,No,Travel_Rarely,929,Research & Development,29,3,Life Sciences,4,Male,38,3,3,Manufacturing Director,3,Married,6687,16188,4,Yes,25,3,2,1,29,4,4,16,13,5,13,0,0.3131,Medium
42,No,Travel_Rarely,518,Research & Development,18,2,Medical,4,Male,78,2,3,Manufacturing Director,4,Married,7191,23975,2,No,12,3,4,1,11,2,4,0,0,0,0,0,0.0481,Low
31,No,Travel_Rarely,1347,Sales,13,3,Life Sciences,3,Male,86,3,3,Sales Executive,4,Single,6802,23512,2,No,24,3,4,1,9,3,3,1,1,1,1,0,0.0815,Low
30,No,Travel_Frequently,1475,Research & Development,18,3,Technical Degree,3,Male,85,4,4,Manager,3,Married,13103,25871,2,Yes,14,3,3,3,32,3,3,16,2,15,8,0,0.2567,Low
38,No,Travel_Frequently,723,Research & Development,19,3,Life Sciences,4,Male,68,3,1,Healthcare Representative,2,Single,2777,10710,5,No,19,3,3,0,10,2,3,0,0,0,0,0,0.7357,High
22,No,Travel_Rarely,683,Research & Development,5,3,Life Sciences,4,Male,78,3,1,Laboratory Technician,3,Married,2920,10383,2,No,17,3,2,0,8,3,4,2,2,2,2,0,0.5906,Medium
28,No,Travel_Rarely,1310,Sales,26,3,Life Sciences,4,Male,31,3,3,Sales Executive,4,Single,7114,24936,0,No,12,3,4,0,14,3,3,1,1,1,1,0,0.1389,Low
46,Yes,Travel_Frequently,140,Sales,26,2,Life Sciences,2,Female,88,2,2,Sales Representative,3,Single,4001,18220,0,Yes,21,3,4,0,39,5,3,21,4,10,3,1,0.6758,High
42,No,Travel_Rarely,1126,Research & Development,23,3,Life Sciences,4,Female,34,3,5,Manager,3,Divorced,19492,11419,0,No,14,3,4,1,29,1,1,11,11,11,7,0,0.0907,Low
29,No,Travel_Rarely,724,Research & Development,15,2,Medical,4,Female,71,4,2,Manufacturing Director,3,Single,5709,20309,7,No,18,3,4,1,11,2,3,2,2,2,2,0,0.078,Low
35,Yes,Travel_Frequently,1237,Research & Development,8,2,Marketing,1,Female,43,3,2,Healthcare Representative,2,Single,4770,25674,2,Yes,15,3,4,2,17,4,4,1,1,1,1,1,0.7978,High
42,No,Travel_Frequently,1041,Sales,16,4,Medical,2,Male,74,4,5,Manager,3,Married,17089,10125,1,No,13,3,3,0,31,4,3,24,3,1,6,0,0.0512,Low
45,No,Travel_Rarely,500,Research & Development,1,3,Marketing,4,Male,44,3,3,Manufacturing Director,2,Single,7070,10339,0,No,25,3,3,3,17,2,4,0,0,0,0,0,0.1849,Low
37,No,Travel_Rarely,525,Research & Development,25,3,Marketing,2,Male,62,1,2,Laboratory Technician,3,Married,4270,9655,0,No,20,3,3,2,6,3,3,5,5,1,5,0,0.0826,Low
31,Yes,Travel_Rarely,552,Research & Development,12,2,Life Sciences,3,Male,78,3,1,Laboratory Technician,3,Single,3018,20369,3,No,13,3,1,0,6,3,4,2,2,2,2,1,0.794,High
42,No,Travel_Rarely,211,Research & Development,2,3,Human Resources,3,Male,86,3,3,Research Scientist,2,Married,6109,5650,5,No,15,3,4,1,18,3,4,6,5,3,4,0,0.0649,Low
35,No,Travel_Rarely,897,Research & Development,26,3,Life Sciences,3,Female,46,3,5,Research Director,4,Married,16457,24804,0,No,18,3,4,0,15,2,3,8,3,8,8,0,0.0352,Low
21,No,Travel_Rarely,750,Research & Development,11,3,Technical Degree,4,Male,32,3,3,Manufacturing Director,4,Single,7222,14190,1,No,12,3,1,2,7,2,3,3,3,3,3,0,0.0374,Low
34,No,Travel_Frequently,1291,Research & Development,26,4,Marketing,3,Female,50,3,5,Manager,2,Married,19999,22743,1,No,14,4,4,1,6,4,4,1,0,1,1,0,0.153,Low
20,No,Travel_Frequently,121,Research & Development,13,3,Technical Degree,3,Male,69,2,2,Research Scientist,3,Single,4869,25542,3,No,14,4,2,2,22,5,3,7,0,7,0,0,0.0683,Low
